cod_articulo_magic,desc_articulo
49326,BASE PARA BEBIDA CARBONATADA MALTA 49326
48104,BASE PARA BEBIDA JARABEADA CARBONATADA PI¥A 48104
622345,D GUSSTO FILETE DE ATUN ACEITE DE GIRASOL CONSERVA EN LATA LAMINADO 170 GRS 6 MC
622358,CIFRUT ISLAND PUNCH PET NO RETORNABLE 350 ML 10 MC
622360,CIFRUT CITRUS PUNCH PET NO RETORNABLE 350 ML 10 MC
622377,CIFRUT CITRUS PUNCH PET NO RETORNABLE 350 ML 15 MC
622379,ISAAC KOLA AMARILLA PET NO RETORNABLE 3030 ML 4 MC
622381,KR GUARANA PET NO RETORNABLE 3030 ML 4 MC
622384,KR FRESA PET NO RETORNABLE 3030 ML 4 MC
622388,KR COLA PET NO RETORNABLE 350 ML 15 MC
622390,KR GUARANA PET NO RETORNABLE 350 ML 15 MC
622393,KR FRESA PET NO RETORNABLE 350 ML 15 MC
622421,KR NARANJA PET NO RETORNABLE 1035 ML 6 MC
622434,PULP DURAZNO VIDRIO NO RETORNABLE 300 ML 6 MC
78434,LONA CRUCERISTA VOLT GAMER 58 X 1.90
78435,LONA  PROMOCION SPORADE 100 x 1.20
78433,LONA CRUCERISTA VOLT GAMER 75 X 2.20
622592,DEST LIQUIDO FLORAL DOY PACK 450 GRS 3
522603,PAPI RICAS PAPAS POLLO A LA BRASA BOLSA 24 GRS 6
622603,PAPI RICAS PAPAS POLLO A LA BRASA BOLSA 24 GRS 6 MC
522605,PULP NARANJA TETRA PAK 250 ML 24
522604,PULP MANGO TETRA PAK 250 ML 24
622605,PULP NARANJA TETRA PAK 250 ML 24 MC
622606,PULP ARANDANO Y UVA TETRA PAK 250 ML 24 MC
522606,PULP ARANDANO Y UVA TETRA PAK 250 ML 24
622604,PULP MANGO TETRA PAK 250 ML 24 MC
78668,PREFORMA 41.8 GR CRISTAL MAQ
622658,BIG COLA PET NO RETORNABLE 3030 ML 4 MC
522658,BIG COLA PET NO RETORNABLE 3030 ML 4
622672,VOLT GAMER PONCHE DE FRUTAS LATA 473 ML 6 MC
522672,VOLT GAMER PONCHE DE FRUTAS LATA 473 ML 6
622718,DEST POLVO FLORAL BOLSA DETERGENTE 4000 GRS 4
622715,DEST POLVO FLORAL BOLSA DETERGENTE 350 GRS 30
622714,DEST POLVO FLORAL BOLSA DETERGENTE 150 GRS 60
622717,DEST POLVO FLORAL BOLSA DETERGENTE 2000 GRS 8
78893,VINIL MULTIMARCA PARA UNIDAD NP300 175 X 900
622716,DEST POLVO FLORAL BOLSA DETERGENTE 800 GRS 15
622724,D GUSSTO ATUN TROZOS PEQUE¥OS EN ACEITE VEGETAL HOJALATA 170 GRS 48
522954,PULP MARACUYA CARTON ASEPTICO PRISMA 1000 ML 6 EXP
622958,DEST POLVO FLORAL BOLSA DETERGENTE 350 GRS 3
622954,PULP MARACUYA CARTON ASEPTICO PRISMA 1000 ML 6 EXP MC
522955,BIO ALOE UVA PET NO RETORNABLE 500 ML 12
622957,DEST POLVO FLORAL BOLSA DETERGENTE 2000 GRS 1
522961,VOLT FANTASY LATA 473 ML 6 EDICIÓN LIMITADA EXP
622959,DEST POLVO FLORAL BOLSA DETERGENTE 150 GRS 6
522953,PULP NARANJA CARTON ASEPTICO PRISMA 1000 ML 6 EXP
622960,DEST POLVO FLORAL BOLSA DETERGENTE 800 ML 2
622956,DEST POLVO FLORAL BOLSA DETERGENTE 4000 GRS 1
622955,BIO ALOE UVA PET NO RETORNABLE 500 ML 12 MC
622961,VOLT FANTASY LATA 473 ML 6 EDICIÓN LIMITADA EXP MC
622953,PULP NARANJA CARTON ASEPTICO PRISMA 1000 ML 6 EXP MC
623004,BLING DETERGENTE FLORAL BOLSA 150 GRS 60
623003,BLING DETERGENTE FLORAL BOLSA 15000 GRS 1
623057,RESINAS RPET - CSD MC
623061,RESINAS RPET - AGUA MC
523061,RESINAS RPET - AGUA
523057,RESINAS RPET - CSD
623062,RESINAS RPET - PELLET GRADO 2 MC
523062,RESINAS RPET - PELLET GRADO 2
523097,BIO ALOE UVA PET NO RETORNABLE 500 ML 6
623097,BIO ALOE UVA PET NO RETORNABLE 500 ML 6 MC
623098,PULP FORTIHIERRO DURAZNO CARTON ASEPTICO 250 ML 12 MC
523098,PULP FORTIHIERRO DURAZNO CARTON ASEPTICO 250 ML 12
523115,OASIS AGUA PET NO RETORNABLE 1150 ML 12
79810,SE¥ALETICA DE SEGURIDAD 0.30 X 0.45
79845,TOTEM CIFRUT EDICION DO¥A LUCHA 0.60 X 0.83
79844,LONA TERMINADA CIFRUT EDICION DO¥A LUCHA 40 X 60
80142,POSTER PRECIADOR MULTIMARCA 0.40 X 0.30
80262,SILUETA VOLT BLUE PRODUCTOS AJE 0.49 X 122
80266,SILUETA BIG COLA PRODUCTOS AJE 0.49 X 122
80260,POSTER PARA TOTEM MULTIMARCA 0.42 X 0.30
81022,PRECIADOR VINIL BIG COLA 0.8.5 X 0.5.5
623925,D GUSSTO AROS DE COLORES BOLSA 150 GRS 1
623920,D GUSSTO HOJUELAS DE MAIZ AZUCARADAS BOLSA 150 GRS 15
624074,D GUSSTO SOPA INSTANTANEA SOPA CAMARON HABANERO LIMON VASO 64 GRS 1
524096,GREAT VALUE GRAPEFRUIT PET NO RETORNABLE 2000 ML 8
300480,SILUETA BIG COLA SIN AZUCAR 0.30 X 0.60
524113,CIELO LIMON CON GAS PET NO RETORNABLE 1720 ML 6
524114,CIELO MANZANA CON GAS PET NO RETORNABLE 1720 ML 6
524122,VIDA NARANJA PET NO RETORNABLE 575 ML 12
81313,BASE PARA BEBIDA CARBONATADA PI¤A SIN AZUCAR AURRERA BG-MX-190605 / 2U
81312,BASE DE BEBIDA TORONJA AURRERA BG-MX-067/2U
81495,BASE PARA BEBIDA DE AGUA GASIFICADA SABOR PI¥A COCO V 81495
78975,BASE PARA BEBIDA DE MANZANA P 78975
624167,D GUSSTO COCOA BOLSA 40 GRS 6
624160,DILYTE BLUEBERRY PET NO RETORNABLE 625 ML 6 EXP ESPA¥A MC
624165,D GUSSTO COCOA BOLSA 10 GRS 24
524177,VIDA PI¥A COCO PET NO RETORNABLE 300 ML 15
81563,BASE PARA BEBIDA CARBONATADA CON PREBIÓTICOS SABOR FRUTOS ROJOS HP 81563
624186,DILYTE MANZANA PET NO RETORNABLE 650 ML 6 EXP ESPA¥A MC
624182,VOLT 6 PACK GINSENG SIN AZUCAR LATA 473 ML 6 MC
524200,AMAYU ALOE FRUTOS ROJOS CON GAJOS PET NO RETORNABLE 500 ML 12 CHILE
524206,CHIFLE RICAS HOJUELAS ACEVICHADO BOLSA 28 GRS 144
81632,LONA TERMINADA VIDA SABORIZADA 40 X 60
524216,AJE KOLITA PET NO RETORNABLE 3030 ML 6 CHILE
524250,BIG COLA NEGRA 3 BOTELLAS + 1 UNIDAD DE RICA 70G PET NO RETORNABLE 3030 ML 3
524244,BIG COLA COMBO + 4 VASOS PET NO RETORNABLE 3030 ML 4
624243,BIG COLA (PACK VENTA AASS) LATA SLEEK 355 ML 6 MC
81860,LONAS PROMO MAYOREO 60 X 40
524277,SISI COLA SIN AZUCAR PET NO RETORNABLE 2000 ML 8
524280,ORO AMARILLA PET NO RETORNABLE 400 ML 5
524283,KR NARANJA PET NO RETORNABLE 400 ML 5
524301,PAPI RICAS SALCHIPAPA BOLSA 140 GRS 3
624294,D GUSSTO SOPA INSTANTANEA SOPA CAMARON PICANTE VASO 64 GRS 6
624303,SPORADE TROPICAL PET NO RETORNABLE 500 ML 12
524304,DEST DETERGENTE LÍQUIDO CON SUAVIZANTE BOUQUET DE ROSAS DOY PACK 1.5 KG (4).
524308,DEST DETERGENTE LIQUIDO TOQUE SUAVIZANTE BOUQUET DE ROSAS DOY PACK 1500 GRS 1
624311,DEST DETERGENTE LIQUIDO TOQUE SUAVIZANTE BOUQUET DE ROSAS BOTELLA PET 450 GRS 3 MC
624310,DEST DETERGENTE LIQUIDO TOQUE SUAVIZANTE BOUQUET DE ROSAS BOTELLA PET 450 GRS 3 MC
624335,KR FRESA PET NO RETORNABLE 3030 ML 3 MC
624338,KR PIÑA PET NO RETORNABLE 3030 ML 3 MC
624344,DEST MAX SUAVIZANTES BRISA PRIMAVERAL SACHET 90 GRS 72 MC
624345,DEST MAX SUAVIZANTES BRISA PRIMAVERAL SACHET 90 GRS 6 MC
81968,LONA TERMINADA BIG COLA 0.60 X 0.40
41876,PREFORMA DE 13.1 GRS CRISTAL CON UV CON PCR CUELLO CORTO (MAQUILA) MATERIA PRIMA
42113,PROM BIG FRESH FRESA 3.300 LTS X 18 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 13.00
42132,PROM BIG CITRUS PUNCH 600 ML X 48 / T. BLANCA ALTA / CON PRECIO
41859,PREFORMA DE 50.84 GRS CRISTAL CON UV CON PCR CUELLO CORTO (MAQUILA) PRODUCTO TERMINADO
41861,PREFORMA DE 50.84 GRS CRISTAL CON PCR CUELLO CORTO (MAQUILA) PRODUCTO TERMINADO
41873,PREFORMA DE 21.3 GRS CRISTAL CON PCR CUELLO CORTO (MAQUILA) PRODUCTO TERMINADO
42114,PROM BIG FRESH TAMARINDO 3.300 LTS X 18 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 13.00
42115,PROM BIG FRESH TUTTI FRUTTI 3.300 LTS X 18 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 13.00
41064,BASE DE BEBIDA TE VERDE FRUTOS ROJOS BT-MX-110213/1U
41867,PREFORMA DE 56.5 GRS VERDE CON PCR CUELLO CORTO (MAQUILA) PRODUCTO TERMINADO
41868,PREFORMA DE 56.5 GRS VERDE  CUELLO CORTO (MAQUILA) MATERIA PRIMA
524375,DEST SUAVIZANTE FLORAL DOY PACK 1500 GRS 4
624375,DEST SUAVIZANTE FLORAL DOY PACK 1500 GRS 4 MC
624413,DEST LAVAVAJILLAS MANZANA CANELA BOTELLA PET + ESPONJA 1200 GRS 9
624415,DEST LAVAVAJILLAS MANZANA CANELA BOTELLA PET + ESPONJA 500 GRS 9
524453,GREAT VALUE APPLE PET NO RETORNABLE 2000 ML 6
524457,VIDA AGUA NARANJA LATA 355 ML 12
524458,VIDA AGUA PI¥A COCO LATA 355 ML 12
624469,CIELO  NARANJA LATA SLEEK 355 ML 6 MC
624471,CIELO LIMON LATA SLEEK 355 ML 6 MC
524477,BIO ALOE UVA CON GAJOS PET NO RETORNABLE 1500 ML 4
624472,FREE TEA TÉ VERDE LIMÓN LATA SLEEK 355 ML 6 MC
624473,FREE TEA TÉ NEGRO DURAZNO LATA SLEEK 355 ML 6 MC
524504,HEY FIT TORONJA - CAMU CAMU PET NO RETORNABLE 600 ML 12
524510,HEY FIT TORONJA - CAMU CAMU PET NO RETORNABLE 600 ML 6
524512,HEY FIT COLA AMARILLA PET NO RETORNABLE 600 ML 6
82434,BANDEROLA PRMOCION FUTVOLT 0.40X0.355
82441,LONA TERMINADA AQUA 60 X 40
524526,D GUSSTO CEREAL CEREALES ESTRELLITAS SABOR MIEL BOLSA 18 GRS 288
524527,D GUSSTO CEREAL CEREALES BOLITAS CON CACAO BOLSA 18 GRS 288
624524,D GUSSTO CEREAL CEREALES BOLITAS CON CACAO BOLSA 18 GRS 12
624528,FREE TEA TÉ VERDE LIMON SIN AZÚCAR LATA SLEEK 355 ML 6 MC
524545,BIG COLA PET NO RETORNABLE 1700 ML 6 REEMP
599957,D GUSSTO FILETE DE ATUN ACEITE DE GIRASOL CONSERVA EN LATA 170 GRS 1
599983,D GUSSTO PANETON PASAS Y FRUTAS BOLSA 900 GRS 6
599987,ORO AMARILLA PET NO RETORNABLE 2500 ML 1
621779,CIFRUT MAZAMORRA MORADA BOLSA 175 GRS 1 MC
621788,CIFRUT ISLAND PUNCH PET NO RETORNABLE 350 ML 20 MC
621802,D GUSSTO FRIJOL CANARIO BOLSA 500 GRS 10 MC
621823,ORO AMARILLA PET NO RETORNABLE 1500 ML 6 MC
621834,CIFRUT ISLAND PUNCH PET NO RETORNABLE 500 ML 12 MC
621850,D GUSSTO PANETON PASAS Y FRUTAS BOLSA 900 GRS 6 MC
621872,CHISS EXTRUIDOS NATURAL BOLSA 35 GRS 12 MC
621875,CHISS EXTRUIDOS NATURAL BOLSA 22 GRS 12 MC
621877,CASERAS CHIFLES BOLSA 40 GRS 12 MC
621889,D GUSSTO CAPUCCINO GOURMET RTD FR VIDRIO NO RETORNABLE 300 ML 6 MC
621891,KR COLA PET NO RETORNABLE 1500 ML 6 MC
621900,VOLT FANTASY LATA 355 ML 6 MC
621960,PAPI RICAS PAPAS POLLO A LA BRASA BOLSA 70 GRS 36 MC
621981,BIO AMAYU ARANDANO VIDRIO NO RETORNABLE 300 ML 6 MC
621995,DEST LIMON BOLSA DETERGENTE 350 GRS 6 MC
622025,BIO ALOE UVA PET NO RETORNABLE 1500 ML 6 MC
622027,BIO AMAYU AGUAJE VIDRIO NO RETORNABLE 300 ML 6 MC
622031,D GUSSTO PANETON PASAS Y FRUTAS BOLSA 900 GRS 6 MC
622032,CHISS EXTRUIDO PICANTE BOLSA 45 GRS 144 MC
622038,PAPI RICAS PAPAS PICANTE BOLSA 28 GRS 72 MC
622082,PAPI RICAS PAPAS NATURAL BOLSA 28 GRS 6 MC
622083,PAPI RICAS PAPAS NATURAL BOLSA 12 GRS 12 MC
622097,AJEDELIVERY AJELOVER CANASTA 5000 GRS 1 MC
622098,PUM PUM CERVEZA LATA 355 ML 6 MC
622101,AJEDELIVERY AJELOVER PREMIUM CANASTA 5000 GRS 1 MC
622118,KR NARANJA PET NO RETORNABLE 3030 ML 3 MC
622128,AJEDELIVERY AJELOVER TOP CANASTA 5000 GRS 1 MC
622181,DEST LIMON BOLSA DETERGENTE 350GRS3 MC
622189,KR GUARANA PET NO RETORNABLE 3030 ML 2 MC
622197,DEST FLORAL DOY PACK 200ML 12 MC
622211,BIG COLA PET NO RETORNABLE 3030 ML 4 MC
622260,PULP FORTIHIERRO DURAZNO TETRA PAK 250 ML 12 MC
622263,PULP DURAZNO TETRA PAK 1500 ML 3 MC
622292,DEST LIQUIDO FLORAL DOY PACK 100 GRS 6
50700,ETIQUETA BIG SABOR LIMA LIMON 3.300 LTS 2013 SALIDA 3 PT
50840,BIG PONCHE DE FRUTAS 2.250 LTS X 6 SIN PRECIO
51094,BIG COLA 2.250 LTS X 8 SIN PRECIO
51294,BIG MANZANA 200 ML X 24 SIN PRECIO
52174,BIG COLA 1.200 LTS X 12 SIN PRECIO
53020,ETIQUETA BIG CITRUS PUNCH VERDE 200 ML SAL 3 (2014) PT
53021,ETIQUETA BIG AQUA 200 ML (2014) SAL 3 PT
53041,ETIQUETA AURRERA BEBIDA CITRICA 3.000 LTS (2014) SAL 3 PT
53073,BIG CITRUS PUNCH MAMBO 3.000 LTS X 6 EXPORTACION
53110,BIG FRESH PI¥A 1.500 X 12 EXPORTACION
53227,TAPA PLASTICA MORADA CUELLO 1881 PT
53237,ETIQUETA BIG CITRUS PUNCH VERDE 3.000 LTS SAL 3 (2014) PT
53238,ETIQUETA BIG CITRUS PUNCH VERDE 2.000 LTS SAL 3 (2014) PT
53241,ETIQUETA BIG CITRUS PUNCH VERDE 1.000 LTS SAL 4 (2014) PT
53248,ETIQUETA BIG COLA BARCELONA 360 ML SAL 3 (2014) PT
53257,ETIQUETA BIG SABOR NARANJA 3.030 LTS SAL 3 TANQUE (2014) PT
53261,ETIQUETA BIG SABOR LIMA LIMON 2.250 LTS SAL 3 (2014) PT
53265,ETIQUETA BIG SABOR PONCHE DE FRUTAS 2.250 LTS SAL 4 (2014) PT
53272,ETIQUETA BIG CITRUS CALYPSO PUNCH 200 ML SAL 3 (2014) PT
53316,ETIQUETA BIG COLA LIBRE 3.030 LTS SAL 3 CONTUR (2014) PT
53327,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 90 CM PT
53529,BIG COLA LIBRE 3.030 LTS X 6 TANQUE SIN PRECIO
53596,BIG COLA 2.250 LTS X 6 AZUCAR SIN PRECIO
800069,D GUSSTO CAFE SUPREMO 30GR X 10 PZAS
80144,COLGANTE MULTIMARCA 0.30X0.20
523439,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 300 ML 15"
80265,SILUETA CIFRUT PRODUCTOS AJE 0.49 X 122
80263,SILUETA SPORADE PRODUCTOS AJE 0.49 X 122
523466,D GUSSTO PASTA CODITO BOLSA 200 GRS 1
80435,LONA TERMINADA VOLT $19 40 X 60
80436,PRUEBAS DE TERMOFORMADO VOLT - SPORADE 1.20 X 1.50
80439,LONA TERMINADA PULP MANGO 40 X 60
81020,PRECIADOR REFRICALCO BIG COLA 0.04 X 0.028
81216,LONA TERMINADA VOLT EDICION ENERGY FANS 40 X 60
81248,LONA TERMINADA VOLT FAMILY SUBE LA VIBE 0.37 X 0.60
81246,ESQUINERO PALLET MULTIMARCA 0.80 X 0.80
623924,D GUSSTO COPOS SABOR CHOCOLATE BOLSA 150 GRS 1
623918,D GUSSTO COPOS SABOR CHOCOLATE BOLSA 30 GRS 48
623915,D GUSSTO COPOS SABOR CHOCOLATE BOLSA 30 GRS 12
81399,ESQUINERO VOLT RM 0.60 X 0.60
524039,BIG COLA SIN AZUCAR PET NO RETORNABLE 750 ML 12
524094,GREAT VALUE COLA PET NO RETORNABLE 2000 ML 8
624114,CIELO MANZANA CON GAS PET NO RETORNABLE 1720 ML 6 MC
524105,AJE PULP DURAZNO PET NO RETORNABLE 450 ML 12
300481,LONA TERMINADA PRMO BIG - CIFURT DOU PACK 0.37 XX 0.60
300477,LONA TERMINADA BIG COLA SIN AZUCAR 40 X 60
300537,TERMOFORMADO VOLT RM 0.60 X 0.45
81315,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS UVA 75246
624159,BIG COLA PET NO RETORNABLE 750 ML 12 MC
80210,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS UVA 3B 80210
80217,BASE PARA BEBIDA BURST ENERGY SOUR LEMON 3B 80217
81155,BASE PARA BEBIDA JARABEADA CARBONATADA COLA SIN AZUCAR 81155
624166,D GUSSTO COCOA BOLSA 20 GRS 12
524160,DILYTE BLUEBERRY PET NO RETORNABLE 625 ML 6 EXP ESPA¥A
524172,VIDA PI¥A COCO PET NO RETORNABLE 710 ML 12
524179,VIDA LIMON PET NO RETORNABLE 300 ML 15
624181,VOLT 6 PACK FANTASY LATA 473 ML 6 MC
524182,VOLT 6 PACK GINSENG SIN AZUCAR LATA 473 ML 6
524183,VOLT CITRUS LATA 473 ML 6
624211,PAPI RICAS SALCHIPAPA 24 GRS + MAYONESA 30 GRS 72 MC
624214,AJE KOLITA PET NO RETORNABLE 500 ML 12 CHILE MC
624238,PULP FORTIHIERRO DURAZNO TETRA PAK 100 ML 72 MC
524239,ORO AMARILLA COMBO + 6 VASOS PET NO RETORNABLE 3030 ML 6
524180,VIDA LIMON PET NO RETORNABLE 300 ML 15
624283,KR NARANJA PET NO RETORNABLE 400 ML 5 MC
624280,ORO AMARILLA PET NO RETORNABLE 400 ML 5 MC
624285,CIELO AGUA NARANJA PET NO RETORNABLE 600 ML 12 MC
524297,AMAYU ALOE UVA CON GAJOS PET NO RETORNABLE 500 ML 6
524300,CIELO AGUA MARACUYA PET NO RETORNABLE 1720 ML 6
624299,AMAYU ALOE FRUTOS ROJOS CON GAJOS PET NO RETORNABLE 500 ML 6 MC
624301,PAPI RICAS SALCHIPAPA BOLSA 140 GRS 3 MC
624302,PAPI RICAS SALCHIPAPA BOLSA 140 GRS 24 MC
524306,DEST DETERGENTE LIQUIDO TOQUE SUAVIZANTE  BOUQUET DE ROSAS BOTELLA PET 1700 GRS 1
624304,DEST DETERGENTE LÍQUIDO CON SUAVIZANTE BOUQUET DE ROSAS DOY PACK 1.5 KG (4). MC
524324,DEST DETERGENTE LIQUIDO DULZURA FLORAL BOTELLA PET 450 GRS 3
624331,BIG COLA  CANJE NAVIDAD PET NO RETORNABLE 350 ML 1 MC
624337,KR NARANJA PET NO RETORNABLE 3030 ML 3 MC
524350,PAPI RICAS SALCHIPAPA BOLSA 12 GRS 144
624353,DILYTE MANZANA PET NO RETORNABLE 650 ML 4 MC
524388,VIDA AGUA PET NO RETORNABLE 625 ML 18
524389,VIDA AGUA  PET NO RETORNABLE 7000 ML 2
624381,SPORADE BLUEBERRY PET NO RETORNABLE 500 ML 12
624412,DEST LAVAVAJILLAS MANZANA CANELA BOTELLA PET + ESPONJA 1200 GRS 1
524426,VOLT FRUTOS ROJOS LATA 473 ML 6 EXPO CHILE
624422,VIDA AGUA AGUA PET NO RETORNABLE 600 ML 12 EXPO CHILE MC
624424,VOLT ORIGINAL LATA 473 ML 6 EXPO CHILE MC
624425,VOLT ORIGINAL ZERO LATA 473 ML 6 EXPO CHILE MC
524461,DEST DETERGENTE LIQUIDO CON SUAVIZANTE BOUQUET DE ROSAS DOY PACK 450 GRS 12
524465,SIRANA GINGER ALE LATA 220 ML 4
624462,DEST DETERGENTE LIQUIDO CON SUAVIZANTE BOUQUET DE ROSAS DOY PACK 900 GRS (6) MC
624465,SIRANA GINGER ALE LATA 220 ML 4 MC
624475,FREE TEA TE VERDE LIMÓN PET NO RETORNABLE 1000 ML 6 MC
624505,HEY FIT PI¥A COCO PET NO RETORNABLE 600 ML 12 MC
624512,HEY FIT COLA AMARILLA PET NO RETORNABLE 600 ML 6 MC
82433,BANDEROLA AQUA 0.39 X 0.35
82440,LONA PROMOCION FUTVOLT 60 X 40
524529,ORO AMARILLA PET NO RETORNABLE 750 ML 12
624526,D GUSSTO CEREAL CEREALES ESTRELLITAS SABOR MIEL BOLSA 18 GRS 288 MC
624534,D GUSSTO PASTAS CODO RAYADO FORTE BOLSA 200 GRS 40
624540,BIG COLA PET NO RETORNABLE 1700 ML 6 REEMP
524552,PAPI RICAS PAPAS CECINA BOLSA 24 GRS 6
25386,JARABE TERMINADO BIG TROPICAL PUNCH
25662,BOTELLA SOPLADA CRISTAL DE 620 ML PT
25933,BASE DE BEBIDA REHIDRATANTE TROPICAL BR-60005/1U
27082,BASE DE BEBIDA FIRST MANZANA BG-MX-80048/1U
27087,BASE BEBIDA FIRST NARANJA BG-MX-80046/4U
27089,BASE BEBIDA FIRST MANZANA BG-MX-80047/4U
27297,BASE DE BEBIDA GASIFICADA FIRST MANZANA BG-MX-80053/2U
30886,BASE BEBIDA GASIFICADA FRESA CR BG-MX90077/2U PT
31090,JARABE TERMINADO LEMON PUNCH
31659,BASE DE BEBIDA GASIFICADA MANZANA BG-MX-90094/2U
31875,JARABE TERMINADO TORONJA LATA
33864,BASE DE BEBIDA TE VERDE BT-MX-90102/1U PT
35084,BASE DE BEBIDA GASIFICADA BIG FRESH MANZANA GOLDEN BG-MX-001/2U
35294,BASE DE BEBIDA GASIFICADA BIG FRESH LIMA LIMON BG-MX-010/2U
15700,ALTA FRUCTUOSA 42
18218,JARABE TERMINADO NARANJA
36077,BASE DE BEBIDA GASIFICADA BIG FRESH MANDARINA BG-MX-100146/1.7U
36085,BASE DE BEBIDA GASIFICADA BIG FRESH PI¥A BG-MX-100150/3.4U
36095,BASE DE BEBIDA GASIFICADA BIG COLA BG-MX.100156/4U
36821,JARABE TERMINADO CITRUS 100% FRUCTUOSA CON JUGO DE MANZANA PARA PET
36827,JARABE TERMINADO DURAZNO TETRAPAK
36831,JARABE TERMINADO PI¥A 35% FRUCTUOSA 65% EDULCORANTES CON JUGO DE MANZANA PARA PET
36836,JARABE TERMINADO TORONJA FRESH  35% FRUCTUOSA 65% EDULCORANTES CON JUGO DE MANZANA PARA PET
36856,JARABE TERMINADO NARANJA FRESH 35% FRUCTUOSA 65% EDULCORANTES CON JUGO DE MANZANA PARA LATA
44701,BASE DE BEBIDA TROPICAL PUNCH BF-MX-110302/1U
50348,JARABE TERMINADO AGUA SABOR NARANJA
50431,JARABE TERMINADO LIMA LIMON EXPORTACION
50433,JARABE TERMINADO MANZANA ROJA EXPORTACION
53522,JARABE TERMINADO TORONJA MAQUILAS MARZO 2014
53526,JARABE TERMINADO TUTTI FRUTTI MAQUILAS MARZO 2014
53686,JARABE TERMINADO CITRUS MAQUILAS NF
53790,JARABE TERMINADO BIG STRAWBERRY
55698,BASE DE BEBIDA BIG MANZANA LIGHT  BG-MX-059/2U  MT
57895,JARABE TERMINADO CITRUS NARANJADA GASIFICADA 2014
60417,JARABE TERMINADO COLA MAYO/2015
61376,JARABE TERMINADO NARANJA ISOTONICOS JUNIO/2015
68350,BASE DE BEBIDA ENERGY REDUCIDO  BE-MX-160456
68590,BASE DE BEBIDA MANZANA AURRERA BG-MX-066/2U
68605,BASE PARA BEBIDA PARA REFRESCO CITRUS PUNCH BG-MX-160476
68620,COMPLEMENTO BASE PARA BEBIDA JARABEADA CARBONATADA COLA BG-MX-160481/2U
69363,BASE PARA BEBIDA JARABEADA CARBONATADA LIMONADA CERO  BG-MX-170505
69500,BASE DE BEBIDA CITRUS PUNCH BR-MX-170519
69514,BASE PARA TE NEGRO LIMON BT-MX-170513
69733,BASE DE BEBIDA LIMA LIMON AURRERA BG-MX-064/2U
69878,BASE DE BEBIDA PARA CITRUS PUNCH ZERO BR-MX-170524
69929,BASE DE BEBIDA JARABEDA CARBONATADA ZERO BG-MX-170502 (VILLA HERMOSA)
69930,BASE DE BEBIDA JARABEDA CARBONATADA ZERO BG-MX-170502 (VILLA HERMOSA)
70626,JARABE DE AGAVE ORGANICO LIGHT
70666,BASE PARA BEBIDA CARBONATADA TORONJA MY BRAND BG-MX-180542
70782,BASE PARA BEBIDA CON ADICION DE ELECTROLITOS UVA BR-MX-180561
70862,BASE PARA BEBIDA JARABEADA CARBONATADA PONCHE DE FRUTAS BG-MX-180572
70870,BASE PARA BEBIDA JARABEADA CARBONATADA TORONJA BG-MX-180573
70949,BASE PARA BEBIDA PONCHE DE FRUTAS BF-MX-180566
70951,BASE PARA BEBIDA PONCHE DE FRUTAS BF-MX-180566
71005,BASE PARA BEBIDA JARABEADA CARBONATADA COLA SUPER VALUE BG-MX-180577
71015,BASE PARA BEBIDA JARABEADA CARBONATADA NARANJA BG-MX-180576
71268,BASE PARA REFRESCO CITRUS PUNCH BF-MX-180592
71855,BASE PARA BEBIDA ENERGY CAFE BE-MX-190599
72663,CONCENTRADO PARA REFRESCO CITRUS PUNCH BF-MX-190615 - PARTE 4
72749,BASE PARA BEBIDA DE GUAYABA 72749
72981,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS Y EXTRACTOS 72980 - PARTE 2
72986,BASE PARA BEBIDA CARBONATADA COLA CAFÉ 72986
72999,BASE PARA BEBIDA DE MANGO 72772 - PARTE 2
73001,BASE PARA BEBIDA DE MANGO 72772 - PARTE 4
73043,BASE PARA BEBIDA CARBONATADA TORONJA 73041 - PARTE 3
73182,BASE PARA BEBIDA DE GUAYABA 73180 - PARTE 3
73254,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS BR-MX-190611 CÓD. 73253 - PARTE 2
73256,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS BR-MX-190611 CÓD. 73253 - PARTE 4
73276,BASE PARA BEBIDA VOLT BLUE E 73276
73281,BASE PARA BEBIDA VOLT YELLOW E 73280 - PARTE 2
73283,BASE PARA BEBIDA VOLT YELLOW E 73280 - PARTE 4
73372,BASE PARA BEBIDA ENERGY CAFÉ 73371 - PARTE 2
73375,BASE PARA BEBIDA ENERGY PINK 73375
300004,JARABE TERMINADO BEBIDA CITRICA AURRERA
300047,JARABE TERMINADO CITRUS NARANJADA GASIFICADA 2014
300140,JARABE TERMINADO CITRUS MAQUILAS NF
300149,JARABE TERMINADO TORONJA MAQUILAS MARZO 2014
300233,JARABE TERMINADO BIG TORONJA MARZO 2014
300243,JARABE TERMINADO VOLT ENERGY
