cod_articulo_magic,desc_articulo
518021,TRES CRUCES CERVEZA LATA 355 ML 6
518026,TRES CRUCES CERVEZA LATA 355 ML 18
518150,VOLT COCA PET NO RETORNABLE 300 ML 12
518866,VIDA ICE TEA DURAZNO PET NO RETORNABLE 500 ML 15 MC
518958,ISAAC KOLA AMARELO REGULAR PET NÃO RETORNÁVEL 3300 ML 4
519103,PERU COLA COLA PET NO RETORNABLE 1700 ML 6 MC
519113,PERU COLA LIMON REGULAR PET NO RETORNABLE 3300 ML 4
519153,PERU COLA NARANJA PET NO RETORNABLE 1700 ML 6 MC
519155,PERU COLA NARANJA PET NO RETORNABLE 500 ML 12
519201,PERU COLA LIMON PET NO RETORNABLE 400 ML 15 MC
519302,PERU COLA PIÑA PET NO RETORNABLE 500 ML 15 MC
519861,GRUNN CERVEZA REGULAR LATA 300 ML 6
597600,H2O BOX AGUA TETRA PACK 330 ML 12
598054,METRO AGUA PET NO RETORNABLE 20000 ML 1
598252,BELL'S AGUA CON GAS PET NO RETORNABLE 625 ML 15
598500,VOLT UVA PET NO RETORNABLE 300 ML 12
608963,VIDA AGUA PET NO RETORNABLE 2500 ML 6 MC
608966,VIDA AGUA PET NO RETORNABLE 3000 ML 6 MC
618836,VIDA ICE TEA FRUTOS ROJOS PET NO RETORNABLE 500 ML 15 MC
619101,PERU COLA COLA PET NO RETORNABLE 400 ML 15 MC
619102,PERU COLA COLA PET NO RETORNABLE 500 ML 15 MC
619201,PERU COLA LIMON PET NO RETORNABLE 400 ML 15 MC
619251,PERU COLA FRESA PET NO RETORNABLE 400 ML 15 MC
619303,PERU COLA PIÑA PET NO RETORNABLE 1700 ML 6 MC
619653,CIELO ALCALINA AGUA PET NO RETORNABLE 625 ML 12 MC
519037,VOLT RAINBOW PET NO RETORNABLE 300 ML 12
519104,PERU COLA COLA PET NO RETORNABLE 3300 ML 6 MC
519105,PERU COLA COLA PET NO RETORNABLE 500 ML 12
519301,PERU COLA PIÑA PET NO RETORNABLE 400 ML 15 MC
519304,PERU COLA PIÑA PET NO RETORNABLE 3300 ML 6 MC
519604,BIO ALOE CAMU CAMU VIDRIO NO RETORNABLE 300 ML 6
519652,CIELO ALCALINA AGUA PET NO RETORNABLE 625 ML 15
519871,GRUNN CERVEZA REGULAR VIDRIO NO RETORNABLE 355 ML 6
521001,NAOW AGUA ALCALINA PET NO RETORNABLE 625 ML 15
521015,NAOW ACAI LATA 473 ML 12
597807,KUSY WINE MARACUYA VIDRIO NO RETORNABLE 750 ML 3
598052,METRO AGUA PET NO RETORNABLE 2500 ML 6
598053,METRO AGUA PET NO RETORNABLE 7000 ML 2
598200,AGUA TOTTUS SIN GAS BAG IN BOX 20000 ML 1 PACK
598781,CIELO ALCALINA AGUA PET NO RETORNABLE 650 ML 6
598787,TRES CRUCES CERVEZA LATA 473 ML 12
609051,VIDA AGUA CON GAS PET NO RETORNABLE 2500 ML 6 MC
613659,ORO ORO PET NO RETORNABLE 200 ML 15 MC
617500,BIO ALOE NATURAL PET NO RETORNABLE 360 ML 6 MC
618953,ISAAC KOLA AMARILLA PET NO RETORNABLE 1700 ML 6 MC
618954,ISAAC KOLA AMARILLA PET NO RETORNABLE 3300 ML 6 MC
619104,PERU COLA COLA PET NO RETORNABLE 3300 ML 6 MC
619153,PERU COLA NARANJA PET NO RETORNABLE 1700 ML 6 MC
619202,PERU COLA LIMON PET NO RETORNABLE 500 ML 15 MC
619304,PERU COLA PIÑA PET NO RETORNABLE 3300 ML 6 MC
619351,PERU COLA GUARANA PET NO RETORNABLE 400 ML 15 MC
513643,ORO ORO PET NO RETORNABLE 250 ML 15
513725,ORO ORO REGULAR PET NO RETORNABLE 1000 ML 6
513726,ORO ORO REGULAR PET NO RETORNABLE 400 ML 15
514404,PULP DURAZNO TETRA PAK 145 ml 24 pack
514539,PULP MANGO TETRA PACK 460 ML 24
514909,PULP RAINBOW PET NO RETORNABLE 1500 ML 6
515204,PULP COMPOTA MANZANA POUCH 90 GMS 54
515209,PULP COMPOTA RAINBOW POUCH 90 ML 12
515304,SPORADE MANDARINA VIDRIO NO RETORNABLE 475 ml 12 pack
515819,SPORADE TROPICAL TETRA PACK 1000 ML 6
515823,SPORADE TROPICAL PET NO RETORNABLE 500 ML 12
516005,SPORADE MARACUYA PET NO RETORNABLE 500 ml 12 pack
516618,SPORADE BLUEBERRY VIDRIO NO RETORNABLE 475 ML 12
516620,SPORADE BLUEBERRY REGULAR VIDRIO NO RETORNABLE 475 ML 12
517142,VOLT FANTASY LATA 355 ml 6 pack COD BARRAS
517144,VOLT FANTASY  LATA 473 ml 6 pack COD BARRAS
517218,VOLT GREEN LATA 355 ml 6 pack COD BARRAS
517220,VOLT GREEN LATA 473 ml 6 pack COD BARRAS
517515,BIO ALOE UVA TETRA PACK 330 ML 12 pack EXPORT PANAMA
517533,BIO ALOE UVA PET NO RETORNABLE 520 ML 12
518018,TRES CRUCES CERVEZA  LATA 473 ML 6
518020,CERVEZA TRES CRUCES LATA 355 ml 6 pack (film transparente)
518035,TRES CRUCES CERVEZA REGULAR VIDRIO NO RETORNABLE 360 ML 24
518750,VIDA AGUA VITAMINIZADA VITALITY PET NO RETORNABLE 500 ML 12 MC
518751,VIDA AGUA VITAMINIZADA BEAUTY PET NO RETORNABLE 500 ML 12 MC
518800,VIDA ICE TEA LIMON PET NO RETORNABLE 500 ML 15 MC
518954,ISAAC KOLA AMARILLA PET NO RETORNABLE 3300 ML 6 MC
518955,ISAAC KOLA AMARILLA PET NO RETORNABLE 500 ML 12
519027,FREE TEA RAINBOW PET NO RETORNABLE 500 ML 6
519109,PERU COLA COLA PET NO RETORNABLE 3300 ML 6
519112,PERU COLA LIMON REGULAR PET NO RETORNABLE 500 ML 6
519115,PERU COLA NARANJA REGULAR PET NO RETORNABLE 500 ML 6
519205,PERU COLA LIMON PET NO RETORNABLE 500 ML 12
519651,CIELO ALCALINA AGUA PET NO RETORNABLE 625 ML 6
519653,CIELO ALCALINA AGUA PET NO RETORNABLE 625 ML 12 MC
597651,LONDA CRANBERRY TETRA PACK 1000 ML 12
598788,GRUNN CERVEZA LATA 355 ML 6
609050,VIDA AGUA CON GAS PET NO RETORNABLE 625 ML 15 MC
618866,VIDA ICE TEA DURAZNO PET NO RETORNABLE 500 ML 15 MC
618901,PERU SABOR CHICHA MORADA PET NO RETORNABLE 500 ML 15 MC
509522,CIFRUT CITRUS PUNCH PET NO RETORNABLE 500 ml 12 pack
509574,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 400 ML 15"
509580,CIFRUT CITRUS PUNCH PET NO RETORNABLE 3000 ml 4 pack
509665,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 450 ML 15"
509667,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 3300 ML 4"
509676,CIFRUT FRUIT PUNCH PET NO RETORNABL 3000 ml 4 pack
511173,KR NARANJA PET NO RETORNABLE 1700 ml 6 pack
512306,FREE TEA LIMON LIGHT VIDRIO NO RETORNABLE 475 ml 6 pack
512330,FREE TEA LIMON LIGHT VIDRIO NO RETORNABLE 450 ml 12 pack
512446,FREE TEA NEGRO LIMON VIDRIO NO RETORNABLE 450 ML 12
513601,ORO PET NO RETORNABLE 250 ml 24 pack
513617,ORO PET NO RETORNABLE 1300 ml 6 pack
513623,ORO PET NO RETORNABLE 2250 ml 6 pack
513640,ORO ORO PET NO RETORNABLE 625 ML 15
513644,ORO ORO PET NO RETORNABLE 250 ML 15
514455,PULP DURAZNO TETRA PACK 1000 ml 6 PACK
514464,PULP DURAZNO TETRA PACK 315 ML 24
514805,PULP NARANJA TETRA PAK 1000 ml 12 pack
515208,PULP COMPOTA RAINBOW POUCH 90000 ML 12
515211,PULP PURE MANZANA TETRA PACK 145 ML 24
515911,SPORADE APPLE ICE PET NO RETORNABLE 500 ml 12 pack
515913,SPORADE APPLE ICE PET NO RETORNABLE 500 ML 12
517143,VOLT FANTASY  LATA 473 ml 6 pack
517197,VOLT FANTASY VIDRIO NO RETORNABLE 275 ML 6
517402,BIO ALOE FRUTOS ROJOS PET NO RETORNABLE 520 ML 12
517521,BIO ALOE UVA TETRA PACK 330 ML 12
517532,BIO ALOE UVA VIDRIO NO RETORNABLE 450 ML 12
517807,CLUB ESPECIAL CERVEZA LATA 355 ML 12
517809,CLUB ESPECIAL CERVEZA VIDRIO RETORNABLE 650 ML 6
29138,AUMENTO EN EL VALOR
46311,DEVOLUCIÓN DE MERCADERÍA
500007,KR COLA VIDRIO RETORNABLE 250 ml 24 pack
500050,KR COLA PET NO RETORNABLE 500 ml 12 pack
500147,KR COLA PET NO RETORNABLE 2250 ml 6 pack
500283,BIG COLA PET NO RETORNABLE 250 ML 12
500347,KR COLA PET NO RETORNABLE 1000 ml 6 pack
500724,KR FRESA PET NO RETORNABLE 500 ml 12 pack
500750,KR FRESA PET NO RETORNABLE 1300 ml 6 pack
500845,KR FRESA PET NO RETORNABLE 400 ML 15
500846,KR FRESA PET NO RETORNABLE 1000 ml 6 pack
500960,KR LIMON PET NO RETORNABLE 500 ML 15
501059,KR NARANJA PET NO RETORNABLE 1000 ml 6 pack
501083,KR NARANJA PET NO RETORNABLE 1700 ml 6 pack
501226,KR LIMA LIMON PET NO RETORNABLE 1300 ml 6 pack
501422,KR PIÑA PET NO RETORNABLE 1300 ml 6 pack
501474,KR PIÑA PET NO RETORNABLE 400 ML 15
502923,ORO COLA BAG IN BOX 10000 ML 1
505265,BIG FRESH NARANJADA PET NO RETORNABLE 625 ML 15 pack EXPORT PANAMA
506506,BIG FRESH LIMONADA PET NO RETORNABLE 625 ML 15
508460,CIELO AGUA SIN GAS PET NO RETORNABLE 625 ml 6 pack
508469,CIELO AGUA SIN GAS PET NO RETORNABLE 1000 ml 6 pack
508705,CIELO AGUA CON GAS PET NO RETORNABLE 625 ml 15 pack
508962,VIDA AGUA PET NO RETORNABLE 1000 ML 6 MC
508966,VIDA AGUA PET NO RETORNABLE 3000 ML 6 MC
508974,VIDA AGUA PET NO RETORNABLE 1000 ML 9
509050,VIDA AGUA CON GAS PET NO RETORNABLE 625 ML 15 MC
509051,VIDA AGUA CON GAS PET NO RETORNABLE 2500 ML 6 MC
509305,SIRANA CITRUS PET NO RETORNABLE 500 ML 12
509306,SIRANA GINGER ALE PET NO RETORNABLE 500 ML 12
509309,SIRANA CITRUS PET NO RETORNABLE 1700 ML 6
509613,CIFRUT FRUIT PUNCH PET NO RETORNABLE 500 ml 12 pack
509636,CIFRUT GRANADILLA - MARACUYA - PIÑA PET NO RETORNABLE 625 ML 15
509684,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 2500 ML 6"
509709,CIFRUT TROPICAL PUNCH PET NO RETORNABLE 500 ml 12 pack
511170,KR NARANJA PET NO RETORNABLE 400 ML 15
511174,KR NARANJA PET NO RETORNABLE 3300 ml 4 pack
511915,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 3000 ML 6"
512318,FREE TEA LIMON PET NO RETORNABLE 500 ML 12
512335,FREE TEA LIMON VIDRIO NO RETORNABLE 450 ml 6 pack
512420,FREE TEA NEGRO LIMON PET NO RETORNABLE 500 ML 12
512444,FREE TEA NEGRO LIMON VIDRIO NO RETORNABLE 450 ML 6
512529,FREE TEA NEGRO DURAZNO PET NO RETORNABLE 2500 ML 6
7188,PREFORMA DE 58 GR VERDE PT - INYECCION
14015,FIRST TORONJA 550 ML X 48
14590,BIG COLA 1.500 LTS X 24
15832,FIRST MANZANA 620 ML X 48
16125,FIRST TORONJA 2.200 LT X 18
16141,PREFORMA DE 54 GR CRISTAL  PT -  INYECCION
23830,BASE DE BEBIDA REHIDRATANTE SPORADE MANDARINA BR-60005/1U
25063,BIG CITRUS PUNCH 335 ML X 96 EN LATA
25937,SPORADE TROPICAL 475 ML X 36
26235,BIG COUNTRY MANGO 335 ML X 96 EN LATA
28139,COMBO 6 OAXACA 3
28286,COMBO NECTAR 150ML BONIF.DURAZNO
28287,COMBO NECTAR 150ML BONIF.MANGO
28554,COMBO NECTAR 150ML BONIF.CITRUS
30044,BIG COUNTRY MANGO 150 ML X 96 (24 PACK)
30226,BIG MANZANA 3.300 LTS X 12
30350,BIG NARANJA 3.030 LTS X 18
31860,BIG NARANJA 355 ML X 96 EN LATA
31885,BIG COLA 500 ML X 72 (EXPORTACION)
33456,ECONOMAX TORONJA 355 ML X 48 EN LATA
33563,BIG TORONJA 2.500 LTS X 18
33566,BIG LIMA LIMON 2.600 LTS X 18
33691,AURRERA TORONJA 3.030 LTS X 18 CON EDULCORANTES
34247,CMB BCITRUS3.0 1 BLL2.6
34594,CMB BIGSABORES 3.3 MZ-MZ
34597,CMB BIGSABORES 3.3 TO-MZ
34709,BIG FRESH MANZANA CLARA 3.300 LTS X 12
34712,BIG FRESH TUTTI FRUTTI 3.300 LTS X 12
34724,BIG FRESH MANZANA ROJA 500 ML X 96
35215,MI MARCA TORONJA 3.300 LTS X 12
35217,MI MARCA MANZANA 3.300 LTS X 12
35218,MI MARCA NARANJA 3.300 LTS X 12
35221,BIG TORONJA 500 ML X 96
35667,BIG FRESH SABOR NARANJA 2.500 LTS X 18
35669,BIG FRESH SABOR TORONJA 2.500 LTS X 18
36026,BIG CITRUS NARANJITA INTENSA 300 ML X 72
36106,BIG COLA LATA 0.355 LTS X 48 (EXPORTACION ESPA¥A)
36532,BIG FRESH TUTTI FRUTTI 3.030 LTS X 18
36588,BIG FRESH MANZANA ROJA 3.300 LTS X 18
36667,BIG FRESH TUTTI FRUTTI 2.500 LTS X 18 (EXPORTACION USA)
38358,BIG FRESH TAMARINDO 355 ML X 48 EN LATA / ONE WAY ALTA / CEDIS / CON PRECIO $ 4.00
38359,BIG FRESH TUTTI FRUTTI 355 ML X 48 EN LATA / ONE WAY ALTA / CEDIS / CON PRECIO $ 4.00
38401,BIG FRESH FRESA 500 ML X 96 / ONE WAY ALTA / CEDIS / CON PRECIO $ 3.00
38428,BIG FRUTALES MANGO 150 ML X 96 (12 PACK-TETRAPACK) / ONE WAY ALTA / CEDIS / CON PRECIO $ 2.00
39200,BIG FRESH MANZANA GOLDEN 355 ML X 48 EN LATA / CHEP ALTA / CEDIS / CON PRECIO $ 2.50
39204,BIG FRESH SABOR LIMA LIMON 355 ML X 48 EN LATA / CHEP ALTA / CEDIS / CON PRECIO $ 2.50
39207,BIG FRESH TORONJA 355 ML X 48 EN LATA / CHEP ALTA / CEDIS / CON PRECIO $ 2.50
39275,ECONOMAX COLA 3.300 LTS X 12 / CHEP BAJA / ECONORED / SIN PRECIO
39282,BIG CITRUS PUNCH 3.300 LTS X 18 / SLIP SHEET / ECONORED / CON PRECIO $ 15.00
39302,BIG AQUA VITAL 500 ML X 48 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 4.00
39305,BIG AQUA VITAL 1.000 LTS X 24 / CHEP ALTA / ECONORED / CON PRECIO $ 5.00
39310,BIG AQUA VITAL 1.500 LTS X 24 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 6.00
39311,BIG AQUA VITAL 1.500 LTS X 36 / CHEP ALTA / DETALLE / CON PRECIO $ 6.00
39345,BIG AQUA VITAL 1.000 LTS X 48 / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO / DISE¥O FEB-2011
39365,BIG AQUA VITAL 500 ML X 72 / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39385,BIG FRESH NARANJA 3.030 LTS X 18 TANQUE / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
39392,BIG FRESH MANZANA ROJA 3.030 LTS X 18 TANQUE / CHEP ALTA / ECONORED / CON PRECIO $ 10.00
39393,BIG FRESH MANZANA ROJA 3.030 LTS X 18 TANQUE / SLIP SHEET / ECONORED / CON PRECIO $ 10.00
39398,BIG FRESH TORONJA 3.030 LTS X 18 TANQUE / CHEP ALTA / ECONORED / CON PRECIO $ 10.00
39399,BIG FRESH TORONJA 3.030 LTS X 18 TANQUE / SLIP SHEET / ECONORED / CON PRECIO $ 10.00
39401,BIG FRESH LIMA LIMON 3.030 LTS X 18 TANQUE / CHEP ALTA / CEDIS / CON PRECIO $ 10.00
39422,COOL TEA 680 ML X 48 EN LATA / T. BLANCA ALTA / ECONORED / CON PRECIO $ 8.50
39430,BIG COLA 500 ML X 72 (EXPORTACION) / CHEP HT BAJA / EXPORTACION / BILINGÜE E.U.A.
39480,BIG FRESH PI¥A 3.300 LTS X 12 / SLIP SHEET / ECONORED / CON PRECIO $ 13.00
39499,BIG FRESH TORONJA 3.300 LTS X 12 / CHEP ALTA / ECONORED / CON PRECIO $ 13.00
39501,BIG FRESH TORONJA 3.300 LTS X 12 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 13.00
39502,BIG FRESH TORONJA 3.300 LTS X 12 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 13.00
39503,BIG FRESH LIMA LIMON 3.300 LTS X 12 / CHEP ALTA / CEDIS / CON PRECIO $ 13.00
39544,BIG FRESH FRESA 3.300 LTS X 18 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 12.00
39545,BIG FRESH MANDARINA 3.300 LTS X 18 / CHEP ALTA / CEDIS / CON PRECIO $ 12.00
39548,BIG FRESH MANDARINA 3.300 LTS X 18 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 12.00
39560,BIG FRESH TAMARINDO 3.300 LTS X 18 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 12.00
39562,BIG FRESH TUTTI FRUTTI 3.300 LTS X 18 / CHEP ALTA / ECONORED / CON PRECIO $ 12.00
39596,BIG CITRUS PUNCH DE 1.000 LTS X 48 / CHEP ALTA / ECONORED / CON PRECIO $ 6.00
39627,MERMA TAPARROSCA COLOR NEGRO (DESPUES DE MOLINO RE-PROCESADA) PRODUCTO TERMINADO
39645,VOLT 300 ML X 48 EN LATA / SLIP SHEET / ECONORED / CON PRECIO $ 20.00
39663,BIG CITRUS PUNCH 3.300 LTS X 12 / CHEP ALTA / ECONORED / CON PRECIO $ 15.00
512706,FREE TEA NEGRO DURAZNO PET NO RETORNABLE 500 ML 12
513203,FREE TEA FRUTOS ROJOS VIDRIO NO RETORNABLE 450 ML 12
518002,TRES CRUCES CERVEZA VIDRIO NO RETORNABLE 360 ml 6 pack
518009,TRES CRUCES CERVEZA VIDRIO RETORNABLE 650 ml 12 pack Reemp
518836,VIDA ICE TEA FRUTOS ROJOS PET NO RETORNABLE 500 ML 15 MC
518901,PERU SABOR CHICHA MORADA PET NO RETORNABLE 500 ML 15 MC
513637,ORO ORO LATA 355 ML 6 pack EXPORT PANAMA
43794,TAPA PLASTICA BLANCA (CUELLO 1881) PT
597756,BARRILITOS PONCHE PET NO RETORNABLE 2 LTS 8 PACK
2989,MEGA BIG COLA 3.100 LT X 12
6714,FIRST TORONJA 3.100 LT  X 12
13047,FIRST MANZANA 3.300 LTS X 12
13066,FIRST TORONJA 3.300 LTS  X 12
16129,PREFORMA DE 54 GR VERDE PT-INYECCION
20700,FIRST NARANJA 620 ML X 48
21160,AURRERA COLA 3.300 LTS X 12
22527,SPORADE LIMA LIMON 600 ML X 48
22529,SPORADE TROPICAL 600 ML X 48
23432,BIG COUNTRY DURAZNO 335 ML X 96 EN LATA
23873,FIRST MANZANA 1.300 LTS X 24
25060,BIG CITRUS PUNCH 3.000 LTS X 12
25387,AGUA FREE WORLD 3.300 LTS X 12
25557,BIG COLA 2.500 LTS X 18
25938,BASE DE BEBIDA GASIFICADA LIGHT CITRUS 25024
27115,BIG CITRUS PUNCH 2.000 LTS X 24
28153,COMBO 1C OAXACA
28282,COMBO B SONORA COREFRESCO
28285,COMBO A CHIHUAHUA COREFRESCO
28361,PREFORMA DE 54 GRS CRISTAL PT (MAQUILA)
29316,BIG COUNTRY DURAZNO 150 ML X 96 (12 PACK)
30043,BIG COUNTRY DURAZNO 150 ML X 96 (24 PACK)
30329,BIG COLA 500 ML X 72
518008,TRES CRUCES CERVEZA VIDRIO RETORNABLE 700 ml 6 pack
518024,TRES CRUCES CERVEZA LATA 473 ML 6
518025,TRES CRUCES CERVEZA VIDRIO RETORNABLE 650 ML 12
518153,VOLT COCA REGULAR PET NO RETORNABLE 300 ML 12
518952,ISAAC KOLA AMARILLA PET NO RETORNABLE 500 ML 15 MC
518957,ISAAC KOLA AMARILLA PET NO RETORNABLE 500 ML 12
519039,FREE TEA RAINBOW PET NO RETORNABLE 500 ML 6
519117,PERU COLA PIÑA REGULAR PET NO RETORNABLE 500 ML 6
519627,BIO ARANDANO VIDRIO NO RETORNABLE 300 ML 6
521004,NAOW ACAI PET NO RETORNABLE 300 ML 12
597652,LONDA CRANBERRY LIGHT TETRA PAK 1000 ML 12
598779,SIRANA GINGER LATA 220 ML 15
598780,CIELO ALCALINA AGUA PET NO RETORNABLE 650 ML 12
615518,SPORADE TROPICAL PET NO RETORNABLE 500 ML 12 MC
618800,VIDA ICE TEA LIMON PET NO RETORNABLE 500 ML 15 MC
618951,ISAAC KOLA AMARILLA PET NO RETORNABLE 400 ML 15 MC
619302,PERU COLA PIÑA PET NO RETORNABLE 500 ML 15 MC
514517,PULP MANGO TETRA PAK 1500 ml 8 pack
514521,PULP MANGO TETRAPAK 315 ml 24 pack
514526,PULP MANGO TETRA PAK 1500 ml 6 pack
514541,PULP MANGO TETRA PACK 1500 ML 6
514808,PULP NARANJA TETRA PAK 1500 ml 8 pack
515200,PULP MANZANA POUCH 90 GR 12
515202,PULP MANZANA-PERA-BANANA-MANGO POUCH 90 GR 12
515210,PULP PURE DURAZNO TETRA PACK 145 ML 24
515324,SPORADE MANDARINA VIDRIO NO RETORNABLE 475 ML 12
515514,SPORADE FRUTAS TROPICALES TETRA PACK 330 ML 12 EXPORT
515520,SPORADE FRUTAS TROPICALES PET NO RETORNABLE 500 ML 12
515802,SPORADE TROPICAL VIDRIO NO RETORNABLE 475 ml 12 pack
515804,SPORADE TROPICAL PET NO RETORNABLE 500 ml 12 pack
515805,SPORADE TROPICAL TETRA PAK 1000 ml 12 pack
515810,SPORADE TROPICAL TETRAPACK 330 ml 6 pack Six Pack
515811,SPORADE TROPICAL TETRA PAK 1000 ml 6 pack
515816,SPORADE TROPICAL VIDRIO NO RETORNABLE 475 ML 12
516603,SPORADE BLUEBERRY TETRAPACK 330 ml 18 pack
516605,SPORADE BLUEBERRY TETRA PACK 1000 ml 6 pack
45886,ORO BAG IN BOX 10000 ml x 1
500003,KR COLA PET NO RETORNABLE 250 ml 24 pack
500131,KR COLA PET NO RETORNABLE 1700 ml 6 pack
500339,KR COLA PET NO RETORNABLE 250 ML 15
500349,KR COLA PET NO RETORNABLE 1700 ml 6 pack
516610,SPORADE BLUEBERRY PET NO RETORNABLE 500 ML 12 pack EXPORT BOLIVIA
517051,SPORADE RECOVERY COCO LIMON PET NO RETORNABLE 475 ml 12 pack
517052,SPORADE RECOVERY COCO LIMON PET NO RETORNABLE 500 ml 12 pack
517103,VOLT FANTASY PET NO RETORNABLE 300 ml 6 pack
517223,VOLT GUARANA - ACAI VIDRIO NO RETORNABLE 275 ML 12
517224,VOLT GUARANA - ACAI VIDRIO NO RETORNABLE 275 ML 4
517246,VOLT FRAMBRUESA - MORA AZUL PET NO RETORNABLE 300 ML 12
517520,AJE BIO ALOE VERA WHITE GRAPE JUICE 10PERC NON  RETORNABLE PET 350 ML 12 PACK
500373,BIG COLA PET NO RETORNABLE 1000 ML 6
500374,BIG COLA PET NO RETORNABLE 999 ML 6
501211,KR LIMA LIMON PET NO RETORNABLE 500 ml 12 pack
501402,KR PIÑA PET NO RETORNABLE 250 ml 24 pack
501442,KR PIÑA LATA 355 ml 6 pack COD BARRAS
501448,KR PIÑA PET NO RETORNABLE 500 ML 15
501455,KR PIÑA PET NO RETORNABLE 400 ML 15
501472,KR PIÑA PET NO RETORNABLE 250 ML 15
517525,BIO ALOE UVA VIDRIO NO RETORNABLE 450 ML 6 PACK
518006,TRES CRUCES CERVEZA VIDRIO RETORNABLE 650 ml 12 pack
518028,TRES CRUCES CERVEZA LATA 355 ML 6
518030,TRES CRUCES CERVEZA LATA 355 ML 6
518959,ISAAC KOLA AMARILLA REGULAR PET NO RETORNABLE 500 ML 6
519101,PERU COLA COLA PET NO RETORNABLE 400 ML 15 MC
519110,PERU COLA COLA REGULAR PET NO RETORNABLE 3300 ML 4
519114,PERU COLA NARANJA REGULAR PET NO RETORNABLE 3300 ML 4
501815,KR GUARANA PET NO RETORNABLE 3300 ML 4
508486,CIELO AGUA PET NO RETORNABLE 1500 ML 6
508507,CIELO AGUA SIN GAS PET NO RETORNABLE 2500 ml 6 pack COD BARRAS
508535,CIELO AGUA PET NO RETORNABLE 1000 ML 6
509302,SIRANA GINGER ALE VIDRIO NO RETORNABLE 275 ML 6
509320,SIRANA GINGER ALE VIDRIO NO RETORNABLE 275 ml 4 pack REEMP
509321,SIRANA CITRUS VIDRIO NO RETORNABLE 275 ML 4
509550,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 1800 ML 6"
519116,PERU COLA PIÑA REGULAR PET NO RETORNABLE 3300 ML 4
519307,PERU COLA PIÑA PET NO RETORNABLE 500 ML 12
519351,PERU COLA GUARANA PET NO RETORNABLE 400 ML 15 MC
519626,BIO ARANDANO VIDRIO NO RETORNABLE 300 ML 6
519702,BIO AGUAJE REGULAR VIDRIO NO RETORNABLE 300 ML 6
519873,GRUNN CERVEZA REGULAR VIDRIO NO RETORNABLE 650 ML 12
521016,NAOW ACAI REGULAR LATA 473 ML 6
521017,NAOW ACAI REGULAR LATA 473 ML 6
509623,CIFRUT FRUIT PUNCH PET NO RETORNABLE 1500 ml 6 pack
509679,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 1500 ML 6 MC"
511301,CIFRUT CHICHA MORADA PET NO RETORNABLE 500 ml 12 pack
511909,CIFRUT CITRUS PUNCH PET NO RETORNABLE 250 ml 12 pack
511913,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 1700 ML 6"
511926,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 2500 ML 6"
33893,DESCUENTO POR BONIFICACION
500093,KR COLA PET NO RETORNABLE 1000 ml 6 pack
598001,WONG AGUA PET NO RETORNABLE 1000 ML 6
598004,WONG AGUA SIN GAS BAG INBOX 20000 ML 1 PACK
598251,BELL'S AGUA PET NO RETORNABLE 625 ML 15
618750,VIDA AGUA VITAMINIZADA VITALITY PET NO RETORNABLE 500 ML 12 MC
619152,PERU COLA NARANJA PET NO RETORNABLE 500 ML 15 MC
21669,PREFORMA DE 23 GRS CRISTAL PT-INYECCION
500278,BIG COLA PET NO RETORNABLE 1500 ML 6
500281,BIG COLA PET NO RETORNABLE 1000 ML 6
500348,KR COLA PET NO RETORNABLE 1300 ml 6 pack
500381,BIG COLA PET NO RETORNABLE 1035 ML 6
500382,BIG COLA PET NO RETORNABLE 1500 ML 6
500387,BIG COLA REGULAR PET NO RETORNABLE 400 ML 15
500848,KR FRESA PET NO RETORNABLE 1700 ml 6 pack
500850,KR FRESA PET NO RETORNABLE 500 ML 15
23485,PREFORMA DE 23 GR VERDE (IMMEX) PT
517503,BIO ALOE UVA TETRA PACK 330 ML 12
517504,BIO ALOE UVA VIDRIO NO RETORNABLE 450 ML 12
517522,BIO ALOE UVA VIDRIO NO RETORNABLE 450 ML 12
517817,CLUB ESPECIAL CERVEZA VIDRIO NO RETORNABLE 650 ML 12
518011,TRES CRUCES CERVEZA LATA 355 ml 6 pack
518012,TRES CRUCES CERVEZA LATA 355 ML 12
518017,TRES CRUCES CERVEZA VIDRIO NO RETORNABLE 360 ML 6
